,index,PhotoName,Personality,IvsE,SvsN,TvsF,JvsP,Age,BeardConf,BeardValue,Happy,Confused,Calm,Angry,Sad,Surprised,Disgusted,EyeglassesConf,EyeglassesValue,EyesOpenConf,EyesOpenValue,GenderConf,GenderValue,MouthOpenConf,MouthOpenValue,MustacheConf,MustacheValue,Pitch,Roll,Yaw,SmileConf,SmileValue,Brightness,Sharpness,SunglassesConf,SunglassesValue
30,30,10101365636381026.jpg,ENFJ,E,N,Feel,J,34.5,98.1678466796875,False,98.51189422607422,1.0869085788726807,0.0,0.0,0.8428812026977539,0.0,0.0,76.1180191040039,False,66.17813873291016,False,99.910888671875,Male,93.63811492919922,False,98.92606353759766,False,-3.100102186203003,-16.789777755737305,-23.865394592285156,98.40876007080078,True,32.32902908325195,99.99984741210938,99.96116638183594,False
33,33,10101588017642278.jpg,ENFJ,E,N,Feel,J,38.5,99.99620819091797,False,98.25096130371094,0.0,4.390769958496094,0.0,0.0,0.0,0.9626150131225586,99.60724639892578,False,99.99742889404297,True,100.0,Female,67.29618072509766,True,99.99076080322266,False,-4.098097801208496,11.798742294311523,4.7026896476745605,99.05756378173828,True,32.66629409790039,99.9980239868164,99.9873046875,False
34,34,10101870107267292.jpg,ENFJ,E,N,Feel,J,34.5,99.99955749511719,False,99.76956939697266,0.0,0.6379783153533936,0.0,0.9533047676086426,0.0,0.0,99.99995422363281,False,99.86018371582031,True,100.0,Female,95.82512664794922,False,99.99967193603516,False,-6.3116655349731445,19.192825317382812,6.952009201049805,96.567138671875,True,32.554481506347656,84.26349639892578,99.8989486694336,False
35,35,10101926266208945.jpg,ENFJ,E,N,Feel,J,34.5,94.98789978027344,False,97.20097351074219,5.873465538024902,0.0,0.0,0.0,0.0,2.437072992324829,93.36961364746094,False,96.6833267211914,False,99.91082763671875,Male,88.02617645263672,True,99.71405029296875,False,7.3012518882751465,-10.289749145507812,-14.383110046386719,99.2933120727539,True,43.07332229614258,89.90251922607422,97.78462982177734,False
37,37,10102021748179174.jpg,ENFJ,E,N,Feel,J,30.5,99.87224578857422,False,99.89351654052734,0.42732954025268555,0.0,0.0,0.0,0.0,1.509314775466919,99.85894775390625,False,99.99388122558594,True,100.0,Female,98.3653335571289,False,99.96670532226562,False,-20.003158569335938,5.484216690063477,-5.868282794952393,98.9888916015625,True,41.10343933105469,99.9945297241211,99.97346496582031,False
38,38,10102130151416294.jpg,ENFJ,E,N,Feel,J,34.5,98.41838836669922,True,84.76307678222656,0.9969115257263184,0.0,0.0,0.0,1.7587006092071533,0.0,99.77070617675781,False,99.22279357910156,True,99.92810821533203,Male,99.75946044921875,False,98.8111572265625,True,-7.906055450439453,-7.923698425292969,-13.08690071105957,94.40998840332031,True,57.56549835205078,99.1240463256836,99.8238296508789,False
39,39,10102196277818707.jpg,ENFJ,E,N,Feel,J,34.5,99.95661926269531,False,94.3815689086914,0.6151080131530762,0.0,0.0,34.211795806884766,0.0,0.0,99.08477783203125,True,99.1021957397461,False,99.9287338256836,Male,99.95477294921875,False,98.63509368896484,False,3.6804556846618652,-3.446593761444092,3.3294458389282227,80.68962097167969,True,48.406333923339844,99.80813598632812,99.62826538085938,False
40,40,10102558563919653.jpg,ENFJ,E,N,Feel,J,29.0,96.96583557128906,False,79.99601745605469,1.4981448650360107,0.0,0.0,1.586824655532837,0.0,0.0,99.83304595947266,False,99.99915313720703,True,100.0,Female,95.61891174316406,False,97.05867004394531,False,-9.451210021972656,12.01363468170166,32.265323638916016,84.3736801147461,True,52.48100280761719,99.99090576171875,99.73140716552734,False
42,42,10102735816728713.jpg,ENFJ,E,N,Feel,J,35.5,98.02680969238281,True,20.865093231201172,0.0,0.0,7.958740234375,7.29503059387207,0.0,0.0,99.99977111816406,False,99.99870300292969,True,99.92902374267578,Male,91.82630157470703,False,99.94442749023438,True,-7.5397629737854,-1.3395577669143677,-0.9909853935241699,86.27985382080078,False,31.29636573791504,99.98487854003906,99.94322204589844,False
48,48,10103497853201198.jpg,ENFJ,E,N,Feel,J,43.5,99.909423828125,False,99.86709594726562,0.0,0.0,0.366365909576416,0.437694787979126,0.0,0.0,99.982177734375,False,99.9991226196289,True,100.0,Female,76.94275665283203,False,99.98116302490234,False,2.3987321853637695,-11.76805305480957,-17.01084327697754,99.70812225341797,True,37.615291595458984,99.99090576171875,99.14777374267578,False
50,50,10103860439670308.jpg,ENFJ,E,N,Feel,J,20.0,99.99873352050781,False,98.7204818725586,0.0,0.0,0.8860170841217041,0.0,1.028609275817871,0.0,52.306365966796875,True,99.9841537475586,True,100.0,Female,99.46177673339844,True,99.99987030029297,False,10.761431694030762,2.7182235717773438,-2.5932369232177734,99.42169189453125,True,64.5507583618164,99.99957275390625,98.89486694335938,False
51,51,10103893440091819.jpg,ENFJ,E,N,Feel,J,55.5,85.87342834472656,True,98.81549835205078,0.7147014141082764,0.0,1.4557123184204102,0.0,0.0,0.0,99.34923553466797,False,78.13207244873047,True,99.92646789550781,Male,66.95577239990234,False,94.04498291015625,False,-9.138419151306152,10.318620681762695,28.28848648071289,98.74610137939453,True,37.60292434692383,99.95819854736328,86.27000427246094,False
55,55,10103957931734886.jpg,ENFJ,E,N,Feel,J,37.0,98.7444076538086,False,58.65896987915039,0.0,0.0,5.222100257873535,64.57945251464844,0.0,0.0,99.9936752319336,True,96.5232162475586,True,99.19685363769531,Male,99.83696746826172,False,80.82928466796875,False,-1.0230271816253662,-5.615660667419434,30.04106903076172,99.96134185791016,False,60.52675247192383,99.9980239868164,98.69517517089844,False
57,57,10104896231110668.jpg,ENFJ,E,N,Feel,J,30.5,99.98838806152344,False,0.0,0.0,0.0,2.001368999481201,29.60426139831543,51.13035583496094,0.0,99.86617279052734,False,99.99988555908203,True,100.0,Female,99.79752349853516,False,99.97943878173828,False,-14.511337280273438,-19.678686141967773,-0.5839409232139587,98.6369857788086,False,47.122982025146484,99.99090576171875,99.8679428100586,False
58,58,10105102522925160.jpg,ENFJ,E,N,Feel,J,37.0,99.98052215576172,False,99.4675064086914,0.0,0.43967366218566895,2.10612416267395,0.0,0.0,0.0,99.98898315429688,False,99.94236755371094,True,100.0,Female,99.59870910644531,True,99.99464416503906,False,-1.229075312614441,0.26698756217956543,-3.629117965698242,94.84957122802734,True,26.246768951416016,98.55191040039062,70.1419677734375,False
60,60,1010556759085828.jpg,ENFJ,E,N,Feel,J,34.5,99.94869232177734,True,20.24504852294922,20.55983543395996,0.0,0.0,2.870297431945801,0.0,0.0,99.99948120117188,True,87.53997802734375,False,99.9289779663086,Male,99.87989807128906,False,97.408203125,True,4.458017349243164,-3.261586904525757,-5.612423896789551,81.853271484375,True,52.85831832885742,99.884521484375,99.08282470703125,True
61,61,10105583514339597.jpg,ENFJ,E,N,Feel,J,30.5,96.45357513427734,False,95.91437530517578,0.0,0.4648745059967041,1.3142108917236328,0.0,0.0,0.0,99.98897552490234,False,99.48938751220703,True,100.0,Female,93.64327239990234,False,97.42334747314453,False,-4.407688140869141,-31.705121994018555,51.404693603515625,57.46449279785156,True,58.173583984375,99.99090576171875,99.56410217285156,False
62,62,10105784817276683.jpg,ENFJ,E,N,Feel,J,29.0,99.99818420410156,False,27.38066864013672,0.0,2.279752492904663,0.0,22.144084930419922,0.0,0.0,99.98240661621094,False,99.48774719238281,False,100.0,Female,98.78114318847656,False,99.94821166992188,False,2.584763526916504,-0.5270624756813049,26.44090461730957,62.99779510498047,False,19.471811294555664,99.98487854003906,99.7508544921875,False
66,66,10110867476032835.jpg,ENFJ,E,N,Feel,J,30.5,99.90924835205078,False,61.75151062011719,7.876014709472656,4.932427406311035,0.0,0.0,0.0,0.0,99.9989242553711,False,99.96024322509766,True,100.0,Female,97.96124267578125,False,99.39401245117188,False,-9.210941314697266,-1.6603996753692627,23.606582641601562,55.476951599121094,True,32.83054733276367,99.98487854003906,99.86859893798828,False
70,70,10154621820196618.jpg,ENFJ,E,N,Feel,J,35.0,53.94315719604492,False,99.39747619628906,0.0,0.0,0.5217611789703369,0.0,0.43824315071105957,0.0,99.91199493408203,False,99.99837493896484,True,100.0,Female,53.630821228027344,False,84.04955291748047,False,-9.455641746520996,-15.12569808959961,-33.78248977661133,99.06719970703125,True,31.94028091430664,99.9305191040039,98.30402374267578,False
71,71,10154672217382134.jpg,ENFJ,E,N,Feel,J,35.5,99.99993133544922,True,98.70697021484375,8.841407775878906,0.0,0.0,0.0,0.0,2.4259984493255615,99.99920654296875,False,98.0774917602539,False,99.92849731445312,Male,88.6950912475586,True,99.99927520751953,True,-2.321786880493164,-13.081727027893066,-20.45110511779785,99.86650085449219,True,49.277618408203125,99.99090576171875,99.93538665771484,False
72,72,10154678939162003.jpg,ENFJ,E,N,Feel,J,43.5,87.47576141357422,True,15.575779914855957,2.556633949279785,0.0,0.0,0.0,53.905452728271484,0.0,99.9950942993164,False,92.35309600830078,True,99.9093017578125,Male,94.80162048339844,False,50.18026351928711,False,-2.5119266510009766,1.6322669982910156,13.591684341430664,93.46419525146484,True,35.661659240722656,99.99090576171875,99.98845672607422,False
74,74,10154696545977030.jpg,ENFJ,E,N,Feel,J,30.5,90.72310638427734,False,97.17242431640625,0.0,0.0,0.0,1.7877817153930664,0.0,0.7001042366027832,99.96508026123047,False,99.99321746826172,True,100.0,Female,99.67350006103516,False,99.96550750732422,False,8.647083282470703,0.17030784487724304,-9.139021873474121,96.34415435791016,True,32.29540252685547,98.55191040039062,99.70262908935547,False
77,77,10154719419241401.jpg,ENFJ,E,N,Feel,J,30.5,76.81929779052734,False,18.429227828979492,78.54541778564453,0.0,0.0,17.821996688842773,0.0,0.0,99.58418273925781,False,99.99990844726562,True,99.92908477783203,Male,99.95845794677734,False,72.17031860351562,False,-9.602607727050781,26.3203067779541,-5.234701633453369,60.488162994384766,False,46.98286437988281,99.9945297241211,99.92174530029297,False
79,79,10154727552077084.jpg,ENFJ,E,N,Feel,J,34.5,99.99971771240234,False,37.2852783203125,0.0,5.092358589172363,0.0,0.0,0.0,3.129380941390991,99.99887084960938,False,99.99999237060547,True,100.0,Female,99.08763885498047,False,99.99982452392578,False,-14.409024238586426,-6.239964485168457,-9.451226234436035,80.46392822265625,True,35.71311569213867,99.97486114501953,99.93976593017578,False
80,80,10154731057846213.jpg,ENFJ,E,N,Feel,J,38.5,52.782386779785156,False,91.23033142089844,0.0,0.0,0.0,1.8573641777038574,0.0,1.5510380268096924,99.9721450805664,False,98.314208984375,True,99.92875671386719,Male,99.98332977294922,False,87.87763214111328,False,-5.632157325744629,-6.649687767028809,-3.546596050262451,96.8701400756836,True,59.970314025878906,99.99090576171875,99.9141616821289,False
81,81,10154732903556116.jpg,ENFJ,E,N,Feel,J,34.5,99.70257568359375,False,99.6441650390625,0.0,0.0,0.0,1.2900888919830322,0.0,0.8482933044433594,99.99796295166016,False,77.6977310180664,False,100.0,Female,96.6448745727539,True,97.09878540039062,False,16.74134063720703,-41.41286849975586,-18.73595428466797,98.09996795654297,True,40.516754150390625,99.98487854003906,99.79301452636719,False
83,83,10154762614056415.jpg,ENFJ,E,N,Feel,J,19.5,99.99906158447266,False,28.247398376464844,4.489445686340332,0.0,0.0,24.46539306640625,0.0,0.0,99.99684143066406,False,78.87645721435547,False,100.0,Female,99.95695495605469,False,99.98115539550781,False,11.01513957977295,1.1433697938919067,5.700666427612305,74.1743392944336,False,48.906192779541016,99.95819854736328,70.50215911865234,False
85,85,10154773187075899.jpg,ENFJ,E,N,Feel,J,35.5,99.99583435058594,False,0.0,0.0,27.14272689819336,5.656224250793457,35.74693298339844,0.0,0.0,99.99999237060547,False,99.98120880126953,True,100.0,Female,90.67474365234375,False,99.99974060058594,False,3.0796844959259033,1.883697509765625,-14.529891967773438,99.83938598632812,False,32.816017150878906,99.98487854003906,99.8569107055664,False
86,86,10154781375616682.jpg,ENFJ,E,N,Feel,J,43.5,99.99927520751953,True,37.099666595458984,0.0,0.0,0.0,6.137853622436523,4.056382179260254,0.0,99.99786376953125,False,75.0324478149414,True,99.92904663085938,Male,51.47818374633789,False,99.99956512451172,True,-4.696900844573975,-3.0331172943115234,-2.948923110961914,72.7585220336914,True,48.26207733154297,99.99671173095703,99.99369049072266,False
87,87,10154786063101246.jpg,ENFJ,E,N,Feel,J,29.0,99.98892974853516,False,18.538423538208008,0.0,39.08523941040039,5.550235748291016,0.0,0.0,0.0,99.94312286376953,False,99.93260192871094,True,100.0,Female,99.85575866699219,False,99.94482421875,False,-6.731054782867432,-4.714230537414551,7.906801700592041,96.58605194091797,False,35.64926528930664,99.884521484375,97.1044921875,False
88,88,10154789753256556.jpg,ENFJ,E,N,Feel,J,54.0,97.07563018798828,True,5.101342678070068,78.02098083496094,0.0,0.0,52.50741958618164,0.0,0.0,99.99993133544922,True,98.31239318847656,False,99.92815399169922,Male,99.16378021240234,False,97.92264556884766,True,10.491477012634277,-14.870844841003418,7.468486309051514,76.00296020507812,False,27.33353614807129,99.99671173095703,99.3506851196289,True
89,89,10154805269080684.jpg,ENFJ,E,N,Feel,J,34.5,99.99976348876953,False,79.69963073730469,5.018466949462891,1.1008620262145996,0.0,0.0,0.0,0.0,100.0,True,97.50700378417969,True,100.0,Female,99.90367126464844,False,99.99989318847656,False,-15.32460880279541,-0.9491457939147949,3.704833984375,90.2635498046875,True,33.29317092895508,99.9980239868164,99.08674621582031,False
91,91,10154809613077651.jpg,ENFJ,E,N,Feel,J,34.5,99.99275970458984,False,92.2777099609375,0.0,0.8531928062438965,0.0,0.0,32.219566345214844,0.0,66.999267578125,False,99.99463653564453,True,100.0,Female,96.38243865966797,True,99.99812316894531,False,-10.34599494934082,-2.7399253845214844,22.8253231048584,85.25716400146484,True,36.45188903808594,99.99671173095703,99.45185089111328,False
92,92,10154810892052027.jpg,ENFJ,E,N,Feel,J,35.5,93.69645690917969,False,7.026226997375488,4.357224464416504,3.8871943950653076,0.0,0.0,0.0,0.0,99.99099731445312,False,99.9994125366211,True,100.0,Female,99.6620864868164,False,98.3914794921875,False,-2.269446849822998,26.914098739624023,-30.845670700073242,69.82636260986328,False,62.20164489746094,99.99880981445312,99.96442413330078,False
93,93,10154811159566470.jpg,ENFJ,E,N,Feel,J,30.5,99.89433288574219,False,84.90289306640625,0.0,0.0,0.0,1.4098584651947021,1.3885438442230225,0.0,99.99890899658203,True,99.9786148071289,True,78.3230209350586,Female,55.39797592163086,False,99.98941040039062,False,-0.12976063787937164,2.6499130725860596,33.78493118286133,85.84093475341797,True,28.1436767578125,99.9980239868164,95.14378356933594,False
94,94,10154819950147455.jpg,ENFJ,E,N,Feel,J,34.5,99.99617004394531,False,99.74943542480469,0.37733912467956543,0.0,0.0,0.3325343132019043,0.0,0.0,99.99911499023438,False,99.99612426757812,True,100.0,Female,98.37799072265625,True,99.9991683959961,False,0.16197575628757477,5.01145601272583,-21.573360443115234,92.953125,True,35.11341857910156,99.97486114501953,99.8917236328125,False
95,95,10154822763971968.jpg,ENFJ,E,N,Feel,J,34.5,99.74979400634766,False,96.76197052001953,0.0,0.0,0.0,0.0,3.439551591873169,0.8404076099395752,99.9442367553711,False,99.98556518554688,True,99.91194152832031,Male,71.54301452636719,False,89.38854217529297,False,-15.181236267089844,2.4339404106140137,14.49495792388916,98.28560638427734,True,51.349395751953125,99.9980239868164,99.71159362792969,False
96,96,10154830766526536.jpg,ENFJ,E,N,Feel,J,38.5,99.99494171142578,False,99.9505386352539,0.0,0.7983624935150146,0.0,0.351715087890625,0.0,0.0,94.73091888427734,False,99.94279479980469,True,100.0,Female,65.36994934082031,False,99.94271850585938,False,-11.001304626464844,-14.028903007507324,6.5901265144348145,94.85449981689453,True,46.737640380859375,99.98487854003906,99.52471160888672,False
97,97,10154832179843204.jpg,ENFJ,E,N,Feel,J,34.5,61.26438522338867,True,0.0,0.0,23.51088523864746,0.0,78.08460235595703,1.7165005207061768,0.0,99.98856353759766,False,59.998069763183594,False,99.9090347290039,Male,99.99549865722656,False,50.6816520690918,False,14.15359115600586,-2.985513687133789,-2.3555209636688232,99.99955749511719,False,25.388410568237305,99.9305191040039,97.04747772216797,False
100,100,10154847113691712.jpg,ENFJ,E,N,Feel,J,21.5,99.92393493652344,False,22.330028533935547,0.0,16.268693923950195,0.0,0.0,7.217687606811523,0.0,93.51644897460938,False,99.99993133544922,True,100.0,Female,99.38833618164062,False,99.99019622802734,False,5.196832656860352,-18.270977020263672,10.985688209533691,80.33255767822266,True,55.54238510131836,99.99928283691406,98.16326141357422,False
101,101,10154847377516105.jpg,ENFJ,E,N,Feel,J,34.5,96.24986267089844,False,42.66804885864258,8.1035795211792,70.636962890625,0.0,0.0,0.0,0.0,99.99620056152344,True,99.99784088134766,True,99.92658996582031,Male,99.98512268066406,False,81.52269744873047,False,4.789510250091553,-5.23984432220459,-1.8335285186767578,65.46701049804688,True,31.00314712524414,99.9945297241211,96.91768646240234,False
104,104,10154849391346990.jpg,ENFJ,E,N,Feel,J,47.5,99.98805236816406,True,15.48298454284668,5.603349208831787,0.0,0.0,0.0,0.0,8.630598068237305,99.98004913330078,True,99.99549865722656,False,99.9292221069336,Male,99.10073852539062,False,99.99964141845703,True,17.187278747558594,5.806129455566406,25.95730209350586,60.433204650878906,True,46.08296585083008,99.98487854003906,55.24140548706055,False
105,105,10154857463032343.jpg,ENFJ,E,N,Feel,J,43.5,99.99768829345703,True,31.37812614440918,0.0,0.0,6.151586532592773,0.0,5.092316627502441,0.0,99.97781372070312,False,99.99835205078125,True,99.92497253417969,Male,92.74173736572266,False,99.99983978271484,True,-6.274582862854004,6.943036079406738,35.58298110961914,97.25865173339844,True,43.61153793334961,99.9945297241211,99.94658660888672,False
106,106,10154861565387624.jpg,ENFJ,E,N,Feel,J,48.5,61.906097412109375,True,99.73062133789062,5.885946750640869,0.38448572158813477,0.0,0.0,0.0,0.0,99.99908447265625,True,97.1838607788086,False,99.92845916748047,Male,50.95589065551758,False,92.44645690917969,False,4.1210246086120605,0.47197356820106506,24.43558692932129,99.82093811035156,True,60.07857894897461,99.9945297241211,99.45285034179688,False
107,107,10154865352221479.jpg,ENFJ,E,N,Feel,J,30.5,99.95814514160156,True,71.35531616210938,6.177848815917969,0.0,4.140424728393555,0.0,0.0,0.0,99.99996185302734,True,99.99993133544922,False,99.92717742919922,Male,85.87648010253906,False,99.56444549560547,True,16.326879501342773,2.873124599456787,-7.988624095916748,98.1609878540039,True,41.66976547241211,96.09616088867188,94.656494140625,True
110,110,10154876399916994.jpg,ENFJ,E,N,Feel,J,30.5,53.963287353515625,True,98.19818115234375,0.0,3.0075907707214355,0.0,0.0,6.536537170410156,0.0,90.1484146118164,False,99.73757934570312,True,99.92910766601562,Male,54.79228591918945,False,51.13631057739258,False,-7.447651386260986,1.242199420928955,-28.198816299438477,99.84140014648438,True,48.84938430786133,99.99974060058594,99.2418441772461,False
113,113,10154887416797050.jpg,ENFJ,E,N,Feel,J,43.5,64.35752868652344,True,99.260986328125,3.36264967918396,0.5739152431488037,0.0,0.0,0.0,0.0,99.99929809570312,False,99.45288848876953,True,99.8968276977539,Male,87.37396240234375,False,81.16177368164062,True,9.291193962097168,-5.883977890014648,-3.7910385131835938,94.3716049194336,True,56.89693832397461,99.9945297241211,99.85189056396484,False
114,114,10154907683425778.jpg,ENFJ,E,N,Feel,J,34.5,52.32707214355469,False,99.79843139648438,0.24808645248413086,0.0,0.0,0.608593225479126,0.0,0.0,99.95600891113281,False,79.349365234375,False,99.9278335571289,Male,99.3340072631836,False,77.6700668334961,True,-12.109579086303711,-1.088273048400879,37.24174499511719,92.7431411743164,True,40.54359436035156,99.9945297241211,99.89442443847656,False
115,115,10154921326370718.jpg,ENFJ,E,N,Feel,J,27.5,99.96253204345703,False,98.12007904052734,0.6520450115203857,0.0,0.0,3.3108770847320557,0.0,0.0,100.0,True,59.65171432495117,False,100.0,Female,99.9756851196289,False,99.9986343383789,False,6.083856582641602,-3.302903652191162,28.583023071289062,99.28422546386719,True,52.51280212402344,99.99671173095703,99.72679901123047,False
116,116,10154921490171156.jpg,ENFJ,E,N,Feel,J,37.0,99.57254791259766,False,97.30581665039062,1.4260649681091309,0.0,0.9966373443603516,0.0,0.0,0.0,99.84103393554688,False,66.89659118652344,False,99.92781066894531,Male,64.1940689086914,False,99.92426300048828,False,11.557572364807129,5.827442169189453,8.473381996154785,99.40924072265625,True,61.32827377319336,99.99090576171875,99.74097442626953,False
117,117,10154940765641716.jpg,ENFJ,E,N,Feel,J,45.0,99.99679565429688,False,99.92646789550781,1.364058256149292,0.0,0.0,0.34182071685791016,0.0,0.0,99.29685974121094,False,99.99483489990234,True,100.0,Female,85.29801940917969,True,99.98506164550781,False,-12.028637886047363,6.339663505554199,-4.0998616218566895,96.6781997680664,True,60.657798767089844,99.98487854003906,99.48110961914062,False
118,118,10154945520551129.jpg,ENFJ,E,N,Feel,J,43.5,99.99812316894531,False,44.184303283691406,1.232898235321045,0.0,0.0,0.0,30.449951171875,0.0,99.84500122070312,True,99.9754867553711,True,100.0,Female,95.63676452636719,True,99.9980239868164,False,12.599797248840332,-1.970707654953003,-1.5872173309326172,86.59844970703125,True,36.81680679321289,99.9945297241211,92.15514373779297,False
119,119,10154946705593309.jpg,ENFJ,E,N,Feel,J,35.0,99.99884796142578,False,99.6064224243164,0.648808479309082,0.0,0.6904423236846924,0.0,0.0,0.0,99.9992446899414,False,99.99958038330078,True,100.0,Female,81.07627868652344,False,99.99410247802734,False,-13.073049545288086,-3.1012632846832275,14.317112922668457,99.17552947998047,True,39.99042510986328,99.68138885498047,99.7989730834961,False
