,index,fileName,Personality,SmileConf,SmileValue,Brightness,Sharpness
149,149,Facebook/ENTJ/10155066372567654.jpg,ENTJ,86.55420684814453,True,51.98829650878906,99.99671173095703
152,152,Facebook/ENTJ/10155088146475003.jpg,ENTJ,93.21836853027344,True,54.17817306518555,99.99928283691406
153,153,Facebook/ENTJ/10155092465299157.jpg,ENTJ,77.95692443847656,True,40.436344146728516,99.99928283691406
154,154,Facebook/ENTJ/10155097929881134.jpg,ENTJ,99.21542358398438,True,67.60697937011719,99.884521484375
157,157,Facebook/ENTJ/10155111461966045.jpg,ENTJ,65.42572021484375,True,53.634910583496094,99.9945297241211
158,158,Facebook/ENTJ/10155111703713131.jpg,ENTJ,97.2306900024414,True,44.15099334716797,99.98487854003906
161,161,Facebook/ENTJ/10155114144708727.jpg,ENTJ,94.31938171386719,True,51.3028678894043,99.68138885498047
162,162,Facebook/ENTJ/10155116738810829.jpg,ENTJ,99.4341049194336,True,61.411529541015625,99.99974060058594
163,163,Facebook/ENTJ/10155126629813358.jpg,ENTJ,76.56722259521484,False,31.910314559936523,99.9945297241211
167,167,Facebook/ENTJ/10155132622968129.jpg,ENTJ,86.97673034667969,False,50.13270950317383,99.99671173095703
168,168,Facebook/ENTJ/10155135656442709.jpg,ENTJ,59.68360137939453,True,49.434181213378906,97.61507415771484
170,170,Facebook/ENTJ/10155138712558269.jpg,ENTJ,78.03742218017578,True,46.643516540527344,99.9980239868164
172,172,Facebook/ENTJ/10155143894808613.jpg,ENTJ,97.5231704711914,True,24.475950241088867,99.99880981445312
173,173,Facebook/ENTJ/10155145939399716.jpg,ENTJ,69.88549041748047,True,24.5614013671875,99.95819854736328
174,174,Facebook/ENTJ/10155148790148506.jpg,ENTJ,85.30830383300781,True,37.54935836791992,99.80813598632812
175,175,Facebook/ENTJ/10155149129515817.jpg,ENTJ,61.4595832824707,True,57.355533599853516,99.97486114501953
176,176,Facebook/ENTJ/10155161123038562.jpg,ENTJ,99.62454986572266,True,30.287160873413086,99.9305191040039
177,177,Facebook/ENTJ/10155168295497602.jpg,ENTJ,70.41409301757812,False,36.80937194824219,99.99957275390625
178,178,Facebook/ENTJ/10155174124412449.jpg,ENTJ,81.1766357421875,True,38.825164794921875,99.99928283691406
179,179,Facebook/ENTJ/10155177133127737.jpg,ENTJ,61.548973083496094,True,43.46967697143555,99.9980239868164
180,180,Facebook/ENTJ/10155183491562106.jpg,ENTJ,76.30653381347656,True,45.97929382324219,99.9980239868164
181,181,Facebook/ENTJ/10155188743666748.jpg,ENTJ,85.84814453125,True,49.43657684326172,99.99090576171875
189,189,Facebook/ENTJ/10155218294864542.jpg,ENTJ,96.51679992675781,True,61.325233459472656,99.9945297241211
190,190,Facebook/ENTJ/10155221242360186.jpg,ENTJ,97.06607818603516,True,37.84815216064453,99.97486114501953
192,192,Facebook/ENTJ/10155228151722637.jpg,ENTJ,93.47225189208984,True,33.38822555541992,99.99090576171875
196,196,Facebook/ENTJ/10155251576947217.jpg,ENTJ,93.25546264648438,True,76.05396270751953,99.99671173095703
197,197,Facebook/ENTJ/10155270393147830.jpg,ENTJ,99.80105590820312,True,43.03977966308594,99.97486114501953
198,198,Facebook/ENTJ/10155274120713922.jpg,ENTJ,51.520145416259766,False,44.61189651489258,99.9945297241211
199,199,Facebook/ENTJ/10155280178016225.jpg,ENTJ,61.9067497253418,True,43.8975715637207,99.97486114501953
200,200,Facebook/ENTJ/10155293216798918.jpg,ENTJ,89.33270263671875,False,36.665992736816406,99.9305191040039
201,201,Facebook/ENTJ/10155293422159888.jpg,ENTJ,98.68396759033203,True,45.571250915527344,99.9980239868164
202,202,Facebook/ENTJ/10155295971414412.jpg,ENTJ,65.2030029296875,False,35.925811767578125,99.99090576171875
203,203,Facebook/ENTJ/10155298615023752.jpg,ENTJ,98.82328796386719,True,51.79940414428711,99.9980239868164
204,204,Facebook/ENTJ/10155300789466633.jpg,ENTJ,93.08267974853516,True,48.1859245300293,99.9945297241211
205,205,Facebook/ENTJ/10155317920808143.jpg,ENTJ,99.19953918457031,True,33.21898651123047,99.80813598632812
206,206,Facebook/ENTJ/10155318949013621.jpg,ENTJ,88.23977661132812,True,34.81747055053711,99.9980239868164
210,210,Facebook/ENTJ/10155333098967499.jpg,ENTJ,94.26712799072266,True,47.148834228515625,97.61507415771484
212,212,Facebook/ENTJ/10155341193177600.jpg,ENTJ,99.73236083984375,True,38.66828918457031,99.9980239868164
213,213,Facebook/ENTJ/10155346181398860.jpg,ENTJ,96.0459976196289,True,43.347782135009766,99.9945297241211
214,214,Facebook/ENTJ/10155363127634862.jpg,ENTJ,66.99272155761719,False,31.474897384643555,99.98487854003906
215,215,Facebook/ENTJ/10155367262120432.jpg,ENTJ,89.54537200927734,True,33.05811309814453,99.47134399414062
216,216,Facebook/ENTJ/10155368454939024.jpg,ENTJ,96.83435821533203,True,47.81536865234375,99.99671173095703
217,217,Facebook/ENTJ/10155371800874160.jpg,ENTJ,64.0944595336914,True,14.961921691894531,96.09616088867188
218,218,Facebook/ENTJ/10155376055701865.jpg,ENTJ,53.63154602050781,True,54.35670471191406,99.97486114501953
223,223,Facebook/ENTJ/10155421427993591.jpg,ENTJ,97.61798095703125,True,37.32584762573242,99.68138885498047
226,226,Facebook/ENTJ/10155465262755873.jpg,ENTJ,82.59644317626953,True,44.07912063598633,99.99090576171875
229,229,Facebook/ENTJ/10155490161170412.jpg,ENTJ,99.04778289794922,True,39.94539260864258,99.80813598632812
231,231,Facebook/ENTJ/10155511715768445.jpg,ENTJ,97.34552764892578,True,24.601591110229492,89.90251922607422
234,234,Facebook/ENTJ/10155537192985239.jpg,ENTJ,82.45375061035156,False,42.01539611816406,99.97486114501953
237,237,Facebook/ENTJ/10155549764023787.jpg,ENTJ,95.74427032470703,True,54.632598876953125,99.99880981445312
238,238,Facebook/ENTJ/10155549764028787.jpg,ENTJ,54.47915267944336,False,39.612152099609375,99.9945297241211
239,239,Facebook/ENTJ/10155553211505210.jpg,ENTJ,50.17237854003906,False,30.979602813720703,99.99974060058594
240,240,Facebook/ENTJ/10155559627790700.jpg,ENTJ,71.773681640625,True,52.44697952270508,99.99090576171875
241,241,Facebook/ENTJ/10155559627795700.jpg,ENTJ,96.03713989257812,True,25.159915924072266,99.9945297241211
242,242,Facebook/ENTJ/10155562801826011.jpg,ENTJ,84.68408203125,True,49.418270111083984,99.98487854003906
244,244,Facebook/ENTJ/10155564500916352.jpg,ENTJ,83.99506378173828,True,66.2989273071289,99.99671173095703
245,245,Facebook/ENTJ/10155564927850225.jpg,ENTJ,88.30824279785156,False,49.777671813964844,99.95819854736328
246,246,Facebook/ENTJ/10155565619973964.jpg,ENTJ,52.34934616088867,False,32.4130973815918,99.9945297241211
247,247,Facebook/ENTJ/10155566257120985.jpg,ENTJ,78.60220336914062,False,57.473426818847656,99.80813598632812
248,248,Facebook/ENTJ/10155567771836068.jpg,ENTJ,99.47173309326172,False,33.668853759765625,99.47134399414062
250,250,Facebook/ENTJ/10155582979120027.jpg,ENTJ,62.74685287475586,True,43.2596549987793,99.9980239868164
251,251,Facebook/ENTJ/10155585802781368.jpg,ENTJ,58.13071823120117,False,53.61531448364258,99.9980239868164
252,252,Facebook/ENTJ/10155586681015250.jpg,ENTJ,99.58982849121094,True,45.70925521850586,99.99957275390625
254,254,Facebook/ENTJ/10155594087755767.jpg,ENTJ,96.58714294433594,True,54.793643951416016,99.98487854003906
255,255,Facebook/ENTJ/10155600645221675.jpg,ENTJ,99.86151885986328,True,39.671016693115234,99.98487854003906
256,256,Facebook/ENTJ/10155607133416125.jpg,ENTJ,83.761962890625,True,42.61869812011719,99.98487854003906
257,257,Facebook/ENTJ/10155612610123280.jpg,ENTJ,57.40699768066406,False,30.302003860473633,76.30530548095703
258,258,Facebook/ENTJ/10155621658706221.jpg,ENTJ,96.83204650878906,True,31.28591537475586,99.99090576171875
259,259,Facebook/ENTJ/10155626515266236.jpg,ENTJ,87.85916137695312,False,48.4838981628418,99.9945297241211
260,260,Facebook/ENTJ/10155626913381399.jpg,ENTJ,89.11773681640625,True,44.20878601074219,99.99671173095703
262,262,Facebook/ENTJ/10155628978955569.jpg,ENTJ,98.61643981933594,True,55.333744049072266,99.9980239868164
263,263,Facebook/ENTJ/10155639837790446.jpg,ENTJ,81.02681732177734,True,58.0893440246582,99.99671173095703
264,264,Facebook/ENTJ/10155641508556145.jpg,ENTJ,99.47080993652344,True,41.93354797363281,99.98487854003906
266,266,Facebook/ENTJ/10155643975001832.jpg,ENTJ,98.80115509033203,True,52.039329528808594,99.99671173095703
267,267,Facebook/ENTJ/10155646391110874.jpg,ENTJ,52.82274627685547,True,39.019832611083984,99.99671173095703
270,270,Facebook/ENTJ/10155659909325320.jpg,ENTJ,69.0975341796875,True,45.49324035644531,99.98487854003906
272,272,Facebook/ENTJ/10155675403338567.jpg,ENTJ,99.33055877685547,True,36.10935592651367,99.99090576171875
273,273,Facebook/ENTJ/10155676459575185.jpg,ENTJ,91.4567642211914,True,61.889671325683594,99.9945297241211
274,274,Facebook/ENTJ/10155683486637464.jpg,ENTJ,99.26447296142578,True,41.65934371948242,99.95819854736328
275,275,Facebook/ENTJ/10155685159123911.jpg,ENTJ,93.39339447021484,True,45.360023498535156,99.99090576171875
279,279,Facebook/ENTJ/10155695164181341.jpg,ENTJ,98.17874145507812,True,35.785301208496094,99.95819854736328
280,280,Facebook/ENTJ/10155697398450275.jpg,ENTJ,98.62052917480469,True,54.93666076660156,99.9980239868164
281,281,Facebook/ENTJ/10155701474079223.jpg,ENTJ,96.676025390625,True,50.067649841308594,99.9305191040039
283,283,Facebook/ENTJ/10155707870701263.jpg,ENTJ,99.79962921142578,False,49.21424865722656,99.9945297241211
285,285,Facebook/ENTJ/10155711303462822.jpg,ENTJ,74.81754302978516,False,72.7113037109375,99.1240463256836
286,286,Facebook/ENTJ/10155714877787159.jpg,ENTJ,99.29998779296875,True,35.38463592529297,99.9980239868164
287,287,Facebook/ENTJ/10155716058895930.jpg,ENTJ,99.6942138671875,True,47.592872619628906,99.9945297241211
290,290,Facebook/ENTJ/10155735431827456.jpg,ENTJ,89.59333038330078,False,54.67707061767578,89.90251922607422
291,291,Facebook/ENTJ/10155735436207456.jpg,ENTJ,99.99093627929688,False,49.347408294677734,99.95819854736328
292,292,Facebook/ENTJ/10155737543679449.jpg,ENTJ,96.5400161743164,True,45.087730407714844,99.99974060058594
294,294,Facebook/ENTJ/10155738644950797.jpg,ENTJ,99.82903289794922,False,47.473793029785156,99.80813598632812
295,295,Facebook/ENTJ/10155740487032192.jpg,ENTJ,88.25273895263672,True,50.26845932006836,99.9305191040039
296,296,Facebook/ENTJ/10155750160462866.jpg,ENTJ,98.43318939208984,True,28.853073120117188,99.99090576171875
299,299,Facebook/ENTJ/10155759301210768.jpg,ENTJ,90.76542663574219,True,20.420658111572266,99.98487854003906
303,303,Facebook/ENTJ/10155769393161445.jpg,ENTJ,98.25410461425781,True,66.37818145751953,99.98487854003906
304,304,Facebook/ENTJ/10155773376343674.jpg,ENTJ,97.62322998046875,True,33.39774703979492,99.99671173095703
305,305,Facebook/ENTJ/10155773526307438.jpg,ENTJ,52.239376068115234,False,29.992029190063477,99.884521484375
306,306,Facebook/ENTJ/10155776731879770.jpg,ENTJ,77.01250457763672,False,45.770118713378906,99.95819854736328
309,309,Facebook/ENTJ/10155787731758582.jpg,ENTJ,52.41631317138672,False,50.194190979003906,99.80813598632812
310,310,Facebook/ENTJ/10155787851636115.jpg,ENTJ,98.93939971923828,False,37.778587341308594,99.98487854003906
311,311,Facebook/ENTJ/10155789951002622.jpg,ENTJ,97.63119506835938,True,56.73775100708008,99.99880981445312
314,314,Facebook/ENTJ/10155801024604715.jpg,ENTJ,90.44044494628906,True,27.392990112304688,99.99957275390625
315,315,Facebook/ENTJ/10155802330572930.jpg,ENTJ,97.0764389038086,True,25.066184997558594,99.9945297241211
317,317,Facebook/ENTJ/10155809247178934.jpg,ENTJ,99.95464324951172,True,24.12122344970703,99.68138885498047
321,321,Facebook/ENTJ/10155820923484938.jpg,ENTJ,99.77696990966797,True,25.169858932495117,99.9305191040039
323,323,Facebook/ENTJ/10155826723088684.jpg,ENTJ,89.53179931640625,True,59.983943939208984,99.9945297241211
324,324,Facebook/ENTJ/10155826771753622.jpg,ENTJ,69.00399780273438,False,37.6444091796875,99.99671173095703
328,328,Facebook/ENTJ/10155840798528599.jpg,ENTJ,94.0876235961914,True,27.08938217163086,99.9945297241211
329,329,Facebook/ENTJ/10155841927048669.jpg,ENTJ,99.49849700927734,True,39.79054260253906,99.99090576171875
330,330,Facebook/ENTJ/10155846521797258.jpg,ENTJ,97.90185546875,True,30.0259952545166,99.99090576171875
331,331,Facebook/ENTJ/10155847153068103.jpg,ENTJ,99.73357391357422,True,36.93895721435547,99.99671173095703
333,333,Facebook/ENTJ/10155850069919028.jpg,ENTJ,99.46542358398438,True,29.677942276000977,99.95819854736328
335,335,Facebook/ENTJ/10155856823494878.jpg,ENTJ,70.35208892822266,False,44.08241653442383,99.95819854736328
338,338,Facebook/ENTJ/10155862319631214.jpg,ENTJ,97.60269165039062,False,42.15663528442383,99.80813598632812
339,339,Facebook/ENTJ/10155863864928259.jpg,ENTJ,95.11432647705078,True,47.224796295166016,99.9945297241211
341,341,Facebook/ENTJ/10155868046193035.jpg,ENTJ,94.737060546875,True,36.754085540771484,99.97486114501953
342,342,Facebook/ENTJ/10155870604419187.jpg,ENTJ,99.5412368774414,False,59.42485809326172,99.9980239868164
344,344,Facebook/ENTJ/10155878400702269.jpg,ENTJ,97.39108276367188,True,55.260826110839844,99.1240463256836
345,345,Facebook/ENTJ/10155878849233223.jpg,ENTJ,90.71003723144531,False,24.8477725982666,99.97486114501953
346,346,Facebook/ENTJ/10155882149874198.jpg,ENTJ,82.52704620361328,True,61.9018669128418,99.95819854736328
350,350,Facebook/ENTJ/10155890483238104.jpg,ENTJ,88.3731689453125,False,25.461637496948242,99.95819854736328
351,351,Facebook/ENTJ/10155899128842188.jpg,ENTJ,77.19999694824219,True,42.76007843017578,99.884521484375
352,352,Facebook/ENTJ/10155899855059114.jpg,ENTJ,99.1219253540039,True,51.63554382324219,99.95819854736328
353,353,Facebook/ENTJ/10155904348282009.jpg,ENTJ,83.4598388671875,True,33.16265869140625,99.99671173095703
354,354,Facebook/ENTJ/10155917138672743.jpg,ENTJ,91.5361557006836,True,38.329193115234375,99.98487854003906
355,355,Facebook/ENTJ/10155920391299571.jpg,ENTJ,56.1724739074707,False,71.16954040527344,99.97486114501953
358,358,Facebook/ENTJ/10155925715399674.jpg,ENTJ,84.60589599609375,True,28.66107749938965,99.9945297241211
360,360,Facebook/ENTJ/10155928315168395.jpg,ENTJ,99.82866668701172,True,40.338478088378906,99.99671173095703
362,362,Facebook/ENTJ/10155937380229074.jpg,ENTJ,77.6865005493164,False,48.95291519165039,99.97486114501953
363,363,Facebook/ENTJ/10155938566649586.jpg,ENTJ,72.39430236816406,True,36.43279266357422,99.68138885498047
364,364,Facebook/ENTJ/10155938566654586.jpg,ENTJ,95.7187728881836,True,30.02486801147461,99.884521484375
368,368,Facebook/ENTJ/10155955525850087.jpg,ENTJ,54.64942932128906,True,40.504615783691406,99.9980239868164
369,369,Facebook/ENTJ/10155971502638469.jpg,ENTJ,98.8831787109375,True,36.616844177246094,99.97486114501953
371,371,Facebook/ENTJ/10155976404485229.jpg,ENTJ,97.13624572753906,False,40.04174041748047,99.99671173095703
372,372,Facebook/ENTJ/10155982014791004.jpg,ENTJ,59.81711196899414,True,61.41569519042969,99.1240463256836
373,373,Facebook/ENTJ/10155982507037835.jpg,ENTJ,96.41673278808594,True,54.40999221801758,99.99880981445312
374,374,Facebook/ENTJ/10155984207821155.jpg,ENTJ,99.79266357421875,True,28.3080997467041,99.99928283691406
376,376,Facebook/ENTJ/10155990933472042.jpg,ENTJ,88.78834533691406,True,66.51133728027344,99.98487854003906
378,378,Facebook/ENTJ/10155998634460815.jpg,ENTJ,98.51985931396484,True,45.943241119384766,99.80813598632812
380,380,Facebook/ENTJ/10156019679919274.jpg,ENTJ,71.64212799072266,True,36.406768798828125,99.99928283691406
381,381,Facebook/ENTJ/10156027909443623.jpg,ENTJ,85.91409301757812,False,27.250171661376953,99.9980239868164
382,382,Facebook/ENTJ/10156034083900942.jpg,ENTJ,97.85757446289062,True,39.286293029785156,99.9945297241211
385,385,Facebook/ENTJ/10156046011771165.jpg,ENTJ,97.23128509521484,True,36.46104049682617,99.99880981445312
386,386,Facebook/ENTJ/10156058415709903.jpg,ENTJ,96.00640869140625,True,61.356101989746094,99.95819854736328
387,387,Facebook/ENTJ/10156101579604384.jpg,ENTJ,96.11158752441406,True,40.20500946044922,99.9945297241211
390,390,Facebook/ENTJ/10156242146665628.jpg,ENTJ,96.99210357666016,True,40.51495361328125,99.9980239868164
391,391,Facebook/ENTJ/10156259251943465.jpg,ENTJ,52.541805267333984,False,48.18214797973633,99.98487854003906
392,392,Facebook/ENTJ/10156266477526874.jpg,ENTJ,99.2001953125,False,34.531856536865234,89.90251922607422
394,394,Facebook/ENTJ/10156413235955606.jpg,ENTJ,70.47248840332031,True,28.9952449798584,99.99671173095703
397,397,Facebook/ENTJ/10156456136238881.jpg,ENTJ,99.10962677001953,True,38.941368103027344,99.99090576171875
399,399,Facebook/ENTJ/10156567966098943.jpg,ENTJ,73.4618911743164,True,51.25918960571289,99.99671173095703
401,401,Facebook/ENTJ/10156675955317738.jpg,ENTJ,52.55101776123047,True,33.148380279541016,99.99671173095703
404,404,Facebook/ENTJ/10156703667734307.jpg,ENTJ,89.35789489746094,True,39.75553512573242,99.9980239868164
405,405,Facebook/ENTJ/10156707211959392.jpg,ENTJ,99.99246215820312,False,26.357227325439453,99.9945297241211
406,406,Facebook/ENTJ/10156709033357785.jpg,ENTJ,94.21638488769531,True,44.56379318237305,99.98487854003906
409,409,Facebook/ENTJ/10156722391517564.jpg,ENTJ,98.79618835449219,True,43.7015495300293,99.9305191040039
